"lat_grid","lon_grid","year","month","NumNLOG","NumOBS","NLOG_stand","chlamean","chlasd","sstmean","sstsd","slamean","slasd","FSLEmean","FSLEsd","SSCImean","SSCIsd","MNmean","MNsd","Zone","Season"
-10,40,2016,6,2,9,0.222222222222222,0.132504832099787,0.00592082709673378,26.9185,0.0475083952480781,0.09165625,0.00643654928254781,-0.0844790310170005,0.0790174065063538,0.232542738504688,0.0421583249404482,0.354056180729876,NA,"WIO","JJAS"
-10,42,2016,5,5,18,0.277777777777778,0.100870205170294,0.010027131270474,28.3735,0.288665017041366,0.070478125,0.0295252029481083,-0.0615903119016319,0.0487984421875343,0.0868180518819909,0.0423620179373473,0.262602278590536,NA,"WIO","AM"
-10,42,2016,6,2,16,0.125,0.134033811796043,0.00514558747798049,26.72575,0.178671730560789,0.09866875,0.00553823291398293,-0.0698173142125706,0.0687143827848076,0.250954497065879,0.105206432430114,0.321908302562898,NA,"WIO","JJAS"
-10,44,2016,3,0,6,0,0.0805001756169885,0.0100822333232186,30.30878125,0.214694871612774,0.1676,0.0330982567996353,-0.0755201712472785,0.0686843033634454,0.0832699568828601,0.0641059779752772,0.320146900726863,NA,"WIO","DJFM"
-10,44,2016,5,5,15,0.333333333333333,0.124497275718669,0.00771375025934425,27.57284375,0.300830818812865,0.1066046875,0.0273490688137669,-0.0671189623010255,0.0672003624888923,0.0964297068333843,0.0961210335703439,0.249766856819178,NA,"WIO","AM"
-10,44,2016,6,1,10,0.1,0.145235404427189,0.0111372405253097,26.160109375,0.216898053529763,0.07324375,0.0133625854712399,-0.061934480716909,0.0505308857231169,0.268145342591005,0.143940343451346,0.281796779784512,NA,"WIO","JJAS"
-10,48,2014,4,0,6,0,0.0957442024599812,0.00424700161454208,28.939421875,0.341822649861494,0.0615328125,0.0152585864943498,-0.0569009723123163,0.0380271194762542,0.157228598385576,0.0484664410784797,0.376514266665025,NA,"WIO","AM"
-10,48,2017,3,0,9,0,0.124419348550469,0.0228714559418497,29.04896875,0.289165299502737,-0.00569375,0.0320704228816759,-0.0553272458174056,0.0424616544443612,0.166432937282595,0.0924107422463827,0.351035547368462,NA,"WIO","DJFM"
-10,50,2014,4,0,6,0,0.10974280968205,0.110247893897761,28.965,0.338649699612474,0.06734375,0.00937106107728926,-0.0552153533159196,0.0323909663305428,0.0922973228777155,0.0374778385595082,0.318904495165097,NA,"WIO","AM"
-10,50,2017,3,0,10,0,0.171501957077352,0.101352847917875,28.79934375,0.237739367679071,0.0003859375,0.0242584946155343,-0.0574568153632985,0.0424996465179541,0.15427029165589,0.0898409825521561,0.382049657527097,NA,"WIO","DJFM"
-10,52,2014,4,0,9,0,0.0900857067253027,0.00402582451237492,29.269609375,0.189310328681863,0.0435796875,0.00944688039022104,-0.053079384627218,0.0290426820728953,0.0419449563040927,0.0231947315451524,0.278044262995805,NA,"WIO","AM"
-10,52,2016,3,5,10,0.5,0.0670508588324689,0.00581205146606604,30.20525,0.0955173050057188,0.15770625,0.0214674347318969,-0.0438465398761774,0.0209729710616069,0.090759509598733,0.0477683781159919,0.194923781477729,NA,"WIO","DJFM"
-10,52,2019,3,1,16,0.0625,0.0919130697924023,0.00728130349174184,29.861390625,0.102620524137262,0.179925,0.0296657517247891,-0.0500273599851997,0.0276527471797747,0.147369258628864,0.0503869634052065,0.357394376228894,NA,"WIO","DJFM"
-10,54,2015,12,0,6,0,0.0517595528120485,0.00366333947122598,29.1945,0.0957163468150508,0.2290265625,0.0211043833721775,-0.0549339870465619,0.0348955371517851,0.197256735398131,0.0386192118002548,0.313352551740197,NA,"WIO","DJFM"
-10,54,2015,3,2,28,0.0714285714285714,0.0883988145182634,0.00532793427688649,29.248,0.0828634370898842,0.112584375,0.00659581923260533,-0.0487818388475045,0.028664972427302,0.0801350878878175,0.0365127792609381,0.42057456480219,NA,"WIO","DJFM"
-10,54,2016,3,0,6,0,0.0636770412384067,0.0033539277178894,30.053734375,0.107228467285645,0.15079375,0.00943952976700758,-0.0393461110516662,0.0227160130501467,0.0319499277149759,0.0197250689002359,0.2615425999036,NA,"WIO","DJFM"
-10,54,2018,8,0,8,0,0.188850655498552,0.0138081404792847,25.947984375,0.223460553117554,0.058421875,0.0332026125800796,-0.0563457593136016,0.0417959629504412,0.24266933595956,0.0954825652361329,0.689789658736965,NA,"WIO","JJAS"
-10,54,2019,3,5,16,0.3125,0.0941339052547442,0.00668264815702042,29.66659375,0.147088864053576,0.2048828125,0.0232267193884885,-0.0519625725223653,0.0324535432166329,0.0998033093063747,0.0746726363361631,0.459929622160638,NA,"WIO","DJFM"
-10,56,2014,8,2,6,0.333333333333333,0.158407243835326,0.0131530453129158,26.13475,0.13686733235753,0.105315625,0.0194457341692453,-0.0481678046153197,0.0341622043548738,0.168495174739555,0.0738961164569227,0.381812831388593,NA,"WIO","JJAS"
-10,56,2015,3,3,25,0.12,0.0827486697946572,0.00538812655271236,29.3665,0.0942797256395387,0.1351109375,0.0124770661639475,-0.0520821529592478,0.0326840249979155,0.097514146531881,0.0235184623438375,0.454994938768593,NA,"WIO","DJFM"
-10,56,2016,2,1,11,0.0909090909090909,0.0886936698904416,0.00676354722074821,28.981140625,0.066667587419237,0.1401390625,0.0228765188909384,-0.0441409608258256,0.0222558637489916,0.10164057333692,0.0263608676156987,0.389036442292319,NA,"WIO","DJFM"
